ID,title,description,streetaddress,lon,lat,geoAddress,city,state,amenityfeatures,type,Year,notes,dateadded,lastmodified,full.address,status
148,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
117,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
401,Cozy Corner,,708 Florida Ave. NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,"(B) - Blacks frequent,(D) - Dancing",Bars/Clubs,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"708 Florida Ave. NW, District of Columbia",Google Verified Location
33,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
17,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Bars/Clubs,1966,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
288,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,"(D) - Dancing,(B) - Blacks frequent",Bars/Clubs,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"708 Florida Ave NW, District of Columbia",Google Verified Location
344,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,"(D) - Dancing,(B) - Blacks frequent",Bars/Clubs,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"708 Florida Ave NW, District of Columbia",Google Verified Location
51,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
69,Cozy Corner,,708 Florida Ave NW,-77.0224559,38.9161869,"708 florida ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"708 Florida Ave NW, District of Columbia",Google Verified Location
149,Curiosity Book Shop,,1219 I St. NW,-77.0289605,38.9014923,"1219 i st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1219 I St. NW, District of Columbia",Google Verified Location
188,Curiosity Book Shop,,1219 I St. NW,-77.0289605,38.9014923,"1219 i st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1219 I St. NW, District of Columbia",Google Verified Location
234,Curiosity Book Shop,,1219 I St. NW,-77.0289605,38.9014923,"1219 i st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1219 I St. NW, District of Columbia",Google Verified Location
514,Cy's,(Cruisy),2412 Wisconsin Ave. NW,-77.072512,38.9213819,"2412 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Cruising Areas",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"2412 Wisconsin Ave. NW, District of Columbia",Google Verified Location
458,Cy's,(Cruisy),2412 Wisconsin Ave. NW,-77.072512,38.9213819,"2412 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Cruising Areas",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"2412 Wisconsin Ave. NW, District of Columbia",Google Verified Location
515,D.C. Eagle,(3 rooms) (Cruisy) betw. 'H' St. & New York Ave,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,"(*) - Very popular,(W) - Western or coyboy types,(PT) - Pool Table","Bars/Clubs,Cruising Areas,Restaurant",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"904 9th St. NW, District of Columbia",Google Verified Location
460,D.C. Eagle,(3 rooms) (Cruisy) betw. 'H' St. & New York Ave,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,"(PT) - Pool Table,(*) - Very popular,(W) - Western or coyboy types","Bars/Clubs,Cruising Areas",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"904 9th St. NW, District of Columbia",Google Verified Location
402,Dignity,(Catholic group),2210 F St.,-77.0493838,38.8971668,"2210 f st nw, washington, dc 20037, usa",Washington,District of Columbia,,"Church,Organizations",1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"2210 F St., District of Columbia",Google Verified Location
198,Dollie's,,1200 block New York Ave. NW,-77.02865 ,38.900874,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1970,,2/24/2020 5:41pm,2/26/2020 4:34pm,"1200 block New York Ave. NW, District of Columbia",Verified Location
289,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
235,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
150,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
92,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
189,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
118,Dolly's,,1215 New York Ave. N.W.,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1215 New York Ave. N.W., District of Columbia",Google Verified Location
281,Dumbarton St. Between 30th & 31st Sts. N.W.,(Georgetown),,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
239,Dumbarton St. Between 30th & 31st Sts. N.W.,(Georgetown),,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1973,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
226,Dumbarton St. Between 30th & 31st Sts. N.W.,(Georgetown),,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1972,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
252,Dumbarton St. Between 30th & 31st Sts. N.W.,(Georgetown),,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
295,Dumbarton St. Between 30th & 31st Sts. N.W.,,,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1977,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
265,Dumbarton St. Between 30th & 31st Sts. N.W.,(Georgetown),,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
312,Dumbarton St. Between 30th & 31st Sts. N.W.,,,-77.060186,38.907643,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1978,Pin placed in middle of block,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
253,Dupont Circle--Connecticut Ave. at 'P' St. N.W.,,,-77.043339 ,38.909694,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
240,Dupont Circle--Connecticut Ave. at 'P' St. N.W.,,,-77.043339 ,38.909694,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1973,,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
266,Dupont Circle--Connecticut Ave. at 'P' St. N.W.,,,-77.043339 ,38.909694,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,,2/24/2020 5:41pm,2/26/2020 4:35pm,", District of Columbia",Verified Location
236,Eagle,between H St. & New York Avenue,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"904 9th St. NW, District of Columbia",Google Verified Location
345,Eagle,(2 rooms) between H St. & New York Avenue,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,"(*) - Very popular,(PT) - Pool Table",Bars/Clubs,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"904 9th St. NW, District of Columbia",Google Verified Location
403,Eagle,(3 rooms) betw. 'H' St. & New York Ave,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,"(PT) - Pool Table,(*) - Very popular",Bars/Clubs,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"904 9th St. NW, District of Columbia",Google Verified Location
230,Eagle,9th St. bet. New York & H Sts. NW,904 9th St. NW,-77.0239838,38.901359,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1973,,2/24/2020 5:41pm,2/26/2020 4:35pm,"904 9th St. NW, District of Columbia",Verified Location
242,Eagle,,904 9th St. NW,-77.0239838,38.901359,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1974,,2/24/2020 5:41pm,2/26/2020 4:35pm,"904 9th St. NW, District of Columbia",Verified Location
290,Eagle,between H St. & New York Avenue,904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"904 9th St. NW, District of Columbia",Google Verified Location
305,Eagle in Exile,"(The 'Exile') (Some W, SM, YC) (also basement bar)",9th & New York Ave NW,-77.0239838,38.901359,unclear_coded_by_hand,Washington,District of Columbia,"(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,1978,,2/24/2020 5:41pm,2/26/2020 4:35pm,"9th & New York Ave NW, District of Columbia",Verified Location
237,Earth Works,(bookstore),1724 20th St. NW,-77.0450451,38.9136126,"1724 20th st nw, washington, dc 20009, usa",Washington,District of Columbia,,Book Store,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1724 20th St. NW, District of Columbia",Google Verified Location
71,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
119,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,"(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
191,Eighteen-Thirty-Two Club,(was closed-may be re-opening),1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
52,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
152,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,"Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
238,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
93,Eighteen-Thirty-Two Club,,1832 Columbia Rd NW,-77.0431223,38.9217919,"1832 columbia rd nw, washington, dc 20009, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1832 Columbia Rd NW, District of Columbia",Google Verified Location
321,Exile,"(Disco) (Some W, levis) (Sun. buffet - C-AH-WE)",953 9th St. NW,-77.023984,38.901343,unclear_coded_by_hand,Washington,District of Columbia,"(*) - Very popular,(D) - Dancing,(W) - Western or coyboy types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(WE) = Weekends",Bars/Clubs,1979,,2/24/2020 5:41pm,2/26/2020 4:36pm,"953 9th St. NW, District of Columbia",Verified Location
516,Exile,"(Disco) (Some W, levis) (Sun. buffet - C-AH-WE) at New York Ave.",953 9th St. NW,-77.0239838,38.9013426,"953 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,"(*) - Very popular,(D) - Dancing,(W) - Western or coyboy types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(WE) = Weekends",Bars/Clubs,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"953 9th St. NW, District of Columbia",Google Verified Location
4,Famous,,1215 New York Ave NW,-77.0286374,38.9008519,"1215 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,1965,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1215 New York Ave NW, District of Columbia",Google Verified Location
470,Folio Books,,2000 P St.,-77.0452638,38.9094409,"2000 p st nw, washington, dc 20036, usa",Washington,District of Columbia,,Book Store,1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"2000 P St., District of Columbia",Google Verified Location
525,Follies,"(Cinema) (Books, flicks, 'wild back room')",24 O St. SE,-76.9631904,38.8728445,"o st se, washington, dc 20020, usa",Washington,District of Columbia,(*) - Very popular,"Book Store,Theatre",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"24 O St. SE, District of Columbia",Google Verified Location
34,Fox Lounge,,3253 Mt Pleasant,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"3253 Mt Pleasant, District of Columbia",Google Verified Location
72,Fox Lounge,,3253 Mt Pleasant,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"3253 Mt Pleasant, District of Columbia",Google Verified Location
405,Fox Lounge,(Some B),3253 Mt. Pleasant N.W.,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"3253 Mt. Pleasant N.W., District of Columbia",Google Verified Location
239,Fox Lounge,,3253 Mt. Pleasant NW,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,,Bars/Clubs,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"3253 Mt. Pleasant NW, District of Columbia",Google Verified Location
462,Fox Lounge,(Some B),3253 Mt. Pleasant N.W.,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"3253 Mt. Pleasant N.W., District of Columbia",Google Verified Location
18,Fox Lounge,,3253 Mt Pleasant,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Bars/Clubs,1966,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"3253 Mt Pleasant, District of Columbia",Google Verified Location
53,Fox Lounge,,3253 Mt Pleasant,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"3253 Mt Pleasant, District of Columbia",Google Verified Location
346,Fox Lounge ,(some B) ,3253 Mt. Pleasant N.W.,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"3253 Mt. Pleasant N.W., District of Columbia",Google Verified Location
291,Fox Lounge ,(some B) ,3253 Mt. Pleasant N.W.,-77.0385753,38.9323383,"3253 mt pleasant st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,Bars/Clubs,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"3253 Mt. Pleasant N.W., District of Columbia",Google Verified Location
406,Fraternity House,(Enter thru alley),2123 P St. NW,-77.0474813,38.909796,"2123 p st nw, washington, dc 20037, usa",Washington,District of Columbia,"(D) - Dancing,(PT) - Pool Table,(WE) = Weekends,(*) - Very popular,(E) - Entertainment","Bars/Clubs,Restaurant",1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"2123 P St. NW, District of Columbia",Google Verified Location
463,Fraternity House,(Enter thru alley) (Cruisy),2123 P St. NW,-77.0474813,38.909796,"2123 p st nw, washington, dc 20037, usa",Washington,District of Columbia,"(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant,Cruising Areas",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"2123 P St. NW, District of Columbia",Google Verified Location
518,Fraternity House,(Enter thru alley) (Cruisy),2123 P St. NW,-77.0474813,38.909796,"2123 p st nw, washington, dc 20037, usa",Washington,District of Columbia,"(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant,Cruising Areas",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"2123 P St. NW, District of Columbia",Google Verified Location
526,Free Spirit Fashion,(Men's clothing) Van Ness Center,4301 Connecticut Ave. NW,-77.0634739,38.9450022,"4301 connecticut ave nw, washington, dc 20008, usa",Washington,District of Columbia,,Business,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"4301 Connecticut Ave. NW, District of Columbia",Google Verified Location
527,Friendly Models,"(Escorts, etc.) (202) 362-2636",,-77.0368707,38.9071923,"washington, dc, usa",Washington,District of Columbia,,Business,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,", District of Columbia",Google Verified Location
350,G.T.'s Famous Faces,,3333 Connecticut Avenue NW,-77.0574807,38.9344877,"3333 connecticut ave nw, washington, dc 20008, usa",Washington,District of Columbia,"(D) - Dancing,(E) - Entertainment","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"3333 Connecticut Avenue NW, District of Columbia",Google Verified Location
192,Garden of Eden Book Store,,1112 H St. NW,-77.0274351,38.8995387,"1112 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1112 H St. NW, District of Columbia",Google Verified Location
347,Garden of Eden Book Store,,1112 H St. NW,-77.0274351,38.8995387,"1112 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1112 H St. NW, District of Columbia",Google Verified Location
153,Garden of Eden Book Store,,1112 H St. NW,-77.0274351,38.8995387,"1112 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1112 H St. NW, District of Columbia",Google Verified Location
240,Garden of Eden Book Store,,1112 H St. NW,-77.0274351,38.8995387,"1112 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1112 H St. NW, District of Columbia",Google Verified Location
292,Garden of Eden Book Store,,1112 H St. NW,-77.0274351,38.8995387,"1112 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Book Store,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"1112 H St. NW, District of Columbia",Google Verified Location
241,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
94,Georgetown Grill,,1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
54,Georgetown Grill,,1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
348,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(HIP) - Heads frequent","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
193,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
120,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
73,Georgetown Grill,,1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
293,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(HIP) - Heads frequent","Bars/Clubs,Restaurant",1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
35,Georgetown Grill,(collegiate),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
154,Georgetown Grill,(Georgetown),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
19,Georgetown Grill,(collegiate),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(*) - Very popular,"Bars/Clubs,Restaurant",1966,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
407,Georgetown Grill,(Georgetown) (R- days only),1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(HIP) - Heads frequent","Bars/Clubs,Restaurant",1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
