ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
3,Airport Motel Bar,"Birmingham Airport
",,Birmingham,AL,(M) - Mixed Crowds,"Hotels,Bars/Clubs",checked,,8/31/2019 2:07pm,9/3/2019 12:26pm
16,King Cotton,(may be opening summer '73 - Inquire locally),n/a,Mobile,AL,,Bars/Clubs,checked,,8/31/2019 2:07pm,9/7/2019 1:17pm
11,Cruisy Area,,"5th Ave N. at 20th St., near bus depot",Birmingham,AL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,8/31/2019 2:14pm
24,Show Boat,,F & 6th St,Ft. Smith,AK,,Bars/Clubs,checked,,8/31/2019 2:07pm,9/3/2019 12:26pm
21,Mrs. Todd's,,University Blvd,Tuscaloosa,AL,"(M) - Mixed Crowds,(YC) - Young and/or collegiate types",Bars/Clubs,checked,,8/31/2019 2:07pm,9/3/2019 12:26pm
18,Dolphin Island,(summers only),nr. 'old' casino & bird sanctuary,Mobile,AL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:26pm
30,Drummer's Room,(attempts to discourage crowds) Manning Motor Hotel,Markham & Main,Little Rock,AK,,"Hotels,Bars/Clubs",checked,,8/31/2019 2:07pm,9/3/2019 12:28pm
25,Crusiy Area,,Around 9th and Garrison,Ft. Smith,AK,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:27pm
29,Bath Row,,n/a,Hot Springs,AK,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:29pm
34,State Bar,,S. Garden Ave.,Clearwater,FL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:32pm
31,Alsop Park,,n/a,Little Rock,AK,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:29pm
32,Mac Arthur Park,,n/a,Little Rock,AK,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:29pm
33,Red Barn,(thru bar and into back room),"U.S. Hwy 67, N. toward Little Rock",Texarcana,AK,,Bars/Clubs,checked,,8/31/2019 2:07pm,9/3/2019 12:30pm
35,Clearwater Public Beach,(betw. the water towers),n/a,Clearwater,FL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:36pm
38,Der Keller,"(afternoons only)
",On boardwalk nr. bandstand,Daytona Beach,FL,(YC) - Young and/or collegiate types,Bars/Clubs,checked,,8/31/2019 2:07pm,9/3/2019 12:36pm
42,Beach in front of Boardwalk,,n/a,Daytona Beach,FL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:33pm
43,The Boardwalk,,n/a,Daytona Beach,FL,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/3/2019 12:33pm
52,Saloon,(thru arcade),219 S.W. 1st Ave,Ft. Lauderdale,,(*) - Very popular,Bars/Clubs,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
51,Ruthie's Golden Garter,,Coral Ctr. Oakland Pk Blvd. at US 1,Ft. Lauderdale,,(D) - Dancing,Bars/Clubs,checked,,8/31/2019 2:07pm,9/7/2019 1:35pm
49,Metropolitan Community Church,(Church of Holy Spirit),12 Ave. S.W. & 2nd Ct.,Ft. Lauderdale,,,Church,checked,,8/31/2019 2:07pm,9/4/2019 9:29am
58,Waffle House,(after hours),S. 1st St. at Hanson,Ft. Myers,,"(M) - Mixed Crowds,""(C) - Coffee, soft drinks and sometimes snacks"",""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
56,Bradford Hotel Bar,,S. 1st St.,Ft. Myers,,(M) - Mixed Crowds,"Bars/Clubs,Hotels",checked,,8/31/2019 2:07pm,9/4/2019 9:31am
67,Univeristy of Florida - Library East (2nd floor),,n/a,Gainsville,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
63,Dania 'B.A.' Beach,,n/a,Ft. Lauderdale,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
66,University Ave,,n/a,Gainsville,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
64,Spanish River Park,"Boca Raton
",n/a,Ft. Lauderdale,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
65,Stranahan Park,,n/a,Ft. Lauderdale,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
68,"University of Florida, Walker Hall",,n/a,Gainsville,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/4/2019 10:14am
87,Friendship Park,,n/a,Jacksonville,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/7/2019 1:12pm
83,Lou's,,Duval St,Key West,,(M) - Mixed Crowds,Bars/Clubs,checked,,8/31/2019 2:07pm,9/7/2019 1:16pm
84,Mermaid Room,,Dval St. ,Key West,,(*) - Very popular,Bars/Clubs,checked,,8/31/2019 2:07pm,9/7/2019 1:16pm
88,Hemming Park,,n/a,Jacksonville,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/7/2019 1:12pm
89,The Boardwalk,,n/a,Jacksonville Beach,,Cruisy Area,Cruising Areas,checked,,8/31/2019 2:07pm,9/7/2019 1:12pm
114,Betw. Greyhound Depot & 'Y',,n/a,Miami,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
115,"Biscayne Blvd, 'Hitchhikers'",,n/a,Miami,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
116,"Coconut Grove, Especially afternoons near the Hamlet",,n/a,Miami,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
113,Y.M.C.A.,,Flagler & N.E. 3rd Ave.,Miami,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,9/4/2019 10:26am,9/4/2019 12:50pm
122,Frenchie's Pub,,Alton Rd. ,Miami Beach,FL,,Bars/Clubs,checked,,9/4/2019 10:26am,9/4/2019 12:50pm
117,Virginia Beach -- On Virginia Key nr. Key Biscanye,,n/a,Miami,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
132,Wolfie's,"(after hours)
",21st & Collins,Miami Beach,FL,"(*) - Very popular,(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,checked,,9/4/2019 10:26am,9/4/2019 12:50pm
133,21st St. Beach,,n/a,Miami Beach,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
139,Eola Park,,n/a,Orlando,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
149,Catfish Hut,,Hwy 90,Ponce De Leon,FL,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,checked,,9/4/2019 10:26am,9/4/2019 12:50pm
148,Wayside park at foot of Bay Bridge (Hwy 89),,n/a,Pensacola,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/7/2019 1:12pm
156,Skyway Birdge Park,,n/a,St. Petersburg,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 10:26am,9/4/2019 12:50pm
161,Sand Box,,US Hwy 41 at Osprey,Sarasota,FL,"(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular","Bars/Clubs,Restaurant",checked,,9/4/2019 11:25am,9/4/2019 12:50pm
162,Elsewhere,,W. Gains & Macomb,Tallahassee,FL,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
176,Tampa International Airport,,n/a,Tampa,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
174,Ballast Point,,n/a,Tampa,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
175,Rallston Park - N. Tampa,,n/a,Tampa,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
181,Palm Beach Mall,,n/a,West Palm Beach,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
177,Tampa Municipal Beach,,n/a,Tampa,FL,Cruisy Area,Cruising Areas,checked,,9/4/2019 11:25am,9/4/2019 12:50pm
